,count_spelling_errors,text_length,num_sentences,num_words,avg_word_length,num_unique_words,function_word_frequency,content_word_frequency,spelling_errors,quote_frequency,uppercase_frequency,punctuation_frequency,adverb_frequency,past_tense_verb_frequency,present_tense_verb_frequency,pronoun_frequency,coordinating_conjunction_frequency,negative_word_proportion,named_entity_frequency,adjective_frequency,proper_noun_frequency,modal_frequency,determiner_frequency,interrogative_adverb_frequency,interrogative_pronoun_frequency,preposition_frequency,negation_adverb_frequency,degree_adverb_frequency,manner_adverb_frequency,demonstrative_pronoun_frequency,possessive_pronoun_frequency,reflexive_pronoun_frequency,reciprocal_pronoun_frequency,indefinite_pronoun_frequency,possessive_adjective_frequency,demonstrative_adjective_frequency,indefinite_adjective_frequency,interrogative_adjective_frequency,exclamatory_adjective_frequency,auxiliary_verb_frequency,modal_verb_frequency,modifier_adverb_frequency,linking_adverb_frequency,place_adverb_frequency,subordinating_conjunction_frequency,correlative_conjunction_frequency,interjection_frequency,onomatopoeia_frequency,palindrome_frequency
9900,1.0,182.0,2.0,39.0,3.7435897435897436,26.0,24.0,15.0,1.0,0.0,1.0,2.0,1.0,6.0,4.0,7.0,1.0,0.132,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9901,2.0,660.0,6.0,130.0,4.130769230769231,74.0,54.0,76.0,2.0,0.0,24.0,6.0,3.0,5.0,18.0,3.0,3.0,0.131,8.0,16.0,17.0,2.0,17.0,1.0,0.0,13.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0
9902,7.0,1132.0,9.0,215.0,4.348837209302325,134.0,91.0,124.0,7.0,0.0,34.0,18.0,11.0,8.0,22.0,13.0,5.0,0.114,9.0,16.0,15.0,3.0,23.0,4.0,0.0,26.0,0.0,1.0,2.0,4.0,3.0,1.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,7.0,3.0,0.0,0.0,5.0
9903,5.0,650.0,7.0,124.0,4.306451612903226,74.0,54.0,70.0,5.0,0.0,16.0,7.0,11.0,3.0,20.0,8.0,2.0,0.081,5.0,10.0,8.0,2.0,12.0,0.0,1.0,13.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0
9904,19.0,1408.0,11.0,261.0,4.494252873563219,153.0,94.0,167.0,19.0,1.0,61.0,23.0,13.0,14.0,18.0,7.0,9.0,0.089,14.0,17.0,22.0,3.0,27.0,2.0,0.0,42.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0
9905,7.0,1148.0,8.0,219.0,4.397260273972603,129.0,81.0,138.0,7.0,3.0,24.0,27.0,12.0,10.0,13.0,4.0,5.0,0.119,8.0,17.0,15.0,4.0,28.0,0.0,0.0,20.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,1.0,10.0,4.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0
9906,6.0,894.0,9.0,169.0,4.414201183431953,95.0,61.0,108.0,6.0,1.0,14.0,18.0,5.0,10.0,12.0,2.0,2.0,0.167,3.0,13.0,4.0,4.0,27.0,0.0,0.0,19.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0
9907,6.0,1260.0,11.0,243.0,4.292181069958848,124.0,85.0,158.0,6.0,1.0,32.0,21.0,6.0,9.0,20.0,12.0,2.0,0.086,8.0,15.0,17.0,11.0,30.0,2.0,0.0,29.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
9908,4.0,832.0,5.0,148.0,4.668918918918919,83.0,68.0,80.0,4.0,0.0,24.0,7.0,3.0,10.0,15.0,2.0,8.0,0.098,4.0,8.0,7.0,1.0,22.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
9909,1.0,538.0,5.0,101.0,4.415841584158416,60.0,45.0,56.0,1.0,0.0,9.0,8.0,6.0,4.0,11.0,4.0,3.0,0.038,1.0,4.0,4.0,2.0,16.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9910,8.0,675.0,6.0,129.0,4.4186046511627906,82.0,41.0,88.0,8.0,2.0,31.0,17.0,4.0,6.0,9.0,2.0,4.0,0.052,6.0,13.0,12.0,1.0,19.0,1.0,0.0,16.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
9911,5.0,1238.0,10.0,242.0,4.322314049586777,128.0,77.0,165.0,5.0,6.0,24.0,45.0,10.0,11.0,19.0,2.0,3.0,0.125,8.0,15.0,13.0,4.0,28.0,1.0,0.0,22.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9912,3.0,797.0,6.0,153.0,4.26797385620915,89.0,68.0,85.0,3.0,0.0,10.0,7.0,7.0,1.0,20.0,8.0,9.0,0.135,2.0,13.0,3.0,3.0,16.0,0.0,0.0,22.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
9913,8.0,937.0,10.0,185.0,4.221621621621622,98.0,64.0,121.0,8.0,2.0,36.0,22.0,4.0,4.0,18.0,2.0,4.0,0.16,6.0,6.0,14.0,4.0,28.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
9914,8.0,1274.0,10.0,245.0,4.33469387755102,128.0,84.0,161.0,8.0,2.0,34.0,24.0,8.0,11.0,23.0,4.0,10.0,0.062,5.0,18.0,14.0,6.0,29.0,2.0,0.0,27.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,8.0,6.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0
9915,4.0,599.0,5.0,115.0,4.3304347826086955,77.0,42.0,73.0,4.0,0.0,24.0,10.0,7.0,7.0,11.0,2.0,2.0,0.179,6.0,13.0,13.0,1.0,12.0,1.0,0.0,13.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
9916,9.0,1035.0,8.0,199.0,4.386934673366834,112.0,70.0,129.0,9.0,3.0,63.0,24.0,4.0,4.0,19.0,5.0,5.0,0.117,4.0,10.0,22.0,5.0,27.0,0.0,0.0,22.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
9917,3.0,797.0,6.0,149.0,4.503355704697986,87.0,55.0,94.0,3.0,2.0,25.0,16.0,7.0,8.0,13.0,3.0,2.0,0.084,5.0,9.0,15.0,3.0,17.0,1.0,0.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
9918,8.0,1060.0,7.0,203.0,4.349753694581281,104.0,77.0,126.0,8.0,2.0,41.0,18.0,5.0,4.0,25.0,7.0,5.0,0.044,8.0,7.0,17.0,0.0,26.0,3.0,0.0,22.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,8.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0
9919,4.0,872.0,8.0,162.0,4.5246913580246915,81.0,53.0,109.0,4.0,2.0,25.0,17.0,4.0,9.0,13.0,4.0,2.0,0.149,8.0,12.0,12.0,1.0,20.0,0.0,0.0,19.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
9920,7.0,993.0,9.0,186.0,4.494623655913978,108.0,70.0,116.0,7.0,2.0,55.0,20.0,10.0,11.0,17.0,8.0,6.0,0.133,5.0,12.0,18.0,1.0,16.0,0.0,0.0,22.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,2.0
9921,8.0,939.0,12.0,188.0,4.101063829787234,111.0,74.0,114.0,8.0,0.0,19.0,21.0,17.0,8.0,24.0,10.0,5.0,0.092,5.0,13.0,4.0,7.0,22.0,4.0,0.0,16.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,10.0,6.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,5.0
9922,0.0,415.0,4.0,85.0,3.9529411764705884,56.0,39.0,46.0,0.0,0.0,5.0,5.0,6.0,4.0,8.0,5.0,5.0,0.019,0.0,7.0,1.0,2.0,13.0,1.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
9923,0.0,667.0,5.0,129.0,4.248062015503876,83.0,58.0,71.0,0.0,0.0,5.0,9.0,8.0,5.0,18.0,2.0,3.0,0.086,1.0,8.0,1.0,2.0,16.0,0.0,0.0,17.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
9924,0.0,674.0,8.0,139.0,3.9784172661870505,88.0,51.0,88.0,0.0,0.0,15.0,17.0,10.0,10.0,12.0,4.0,5.0,0.153,5.0,10.0,9.0,3.0,15.0,1.0,0.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0
9925,2.0,394.0,2.0,72.0,4.569444444444445,50.0,30.0,42.0,2.0,0.0,2.0,6.0,2.0,3.0,7.0,0.0,1.0,0.173,1.0,3.0,0.0,2.0,11.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9926,7.0,1062.0,9.0,206.0,4.266990291262136,105.0,86.0,120.0,7.0,2.0,45.0,17.0,4.0,10.0,24.0,8.0,7.0,0.095,7.0,13.0,13.0,4.0,28.0,0.0,0.0,29.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
9927,3.0,1058.0,9.0,206.0,4.276699029126213,119.0,80.0,126.0,3.0,4.0,19.0,19.0,9.0,11.0,15.0,4.0,6.0,0.133,3.0,17.0,7.0,3.0,28.0,0.0,0.0,32.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0
9928,3.0,295.0,3.0,59.0,4.101694915254237,46.0,26.0,33.0,3.0,0.0,6.0,5.0,2.0,6.0,3.0,3.0,3.0,0.129,1.0,2.0,3.0,0.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
9929,3.0,1256.0,11.0,246.0,4.211382113821138,138.0,97.0,149.0,3.0,0.0,40.0,21.0,13.0,14.0,17.0,2.0,7.0,0.08,4.0,20.0,14.0,3.0,31.0,1.0,0.0,30.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,7.0,3.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0
9930,3.0,1039.0,9.0,196.0,4.408163265306122,120.0,77.0,119.0,3.0,1.0,12.0,19.0,13.0,10.0,20.0,4.0,7.0,0.108,4.0,21.0,4.0,3.0,20.0,1.0,0.0,20.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,0.0,1.0,7.0,4.0,0.0,0.0,1.0
9931,10.0,972.0,9.0,199.0,4.025125628140704,108.0,79.0,120.0,10.0,2.0,36.0,20.0,6.0,6.0,15.0,8.0,4.0,0.096,7.0,11.0,18.0,5.0,28.0,1.0,0.0,29.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
9932,6.0,958.0,9.0,186.0,4.220430107526882,109.0,78.0,108.0,6.0,0.0,25.0,15.0,10.0,18.0,13.0,6.0,6.0,0.078,6.0,12.0,11.0,2.0,26.0,0.0,0.0,20.0,3.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,5.0
9933,8.0,925.0,7.0,166.0,4.698795180722891,90.0,49.0,117.0,8.0,2.0,24.0,16.0,2.0,5.0,10.0,2.0,5.0,0.236,8.0,12.0,11.0,5.0,27.0,1.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
9934,9.0,422.0,4.0,82.0,4.341463414634147,60.0,27.0,55.0,9.0,2.0,8.0,11.0,6.0,5.0,8.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,9.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
9935,9.0,1170.0,9.0,236.0,4.169491525423729,124.0,86.0,150.0,9.0,6.0,32.0,34.0,9.0,11.0,19.0,5.0,7.0,0.139,9.0,12.0,20.0,3.0,29.0,0.0,0.0,22.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0
9936,3.0,1027.0,13.0,211.0,4.0,99.0,100.0,111.0,3.0,3.0,13.0,21.0,6.0,14.0,20.0,14.0,7.0,0.14,1.0,14.0,0.0,7.0,27.0,0.0,0.0,24.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,13.0,7.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0
9937,7.0,844.0,8.0,162.0,4.320987654320987,103.0,63.0,99.0,7.0,1.0,19.0,15.0,11.0,8.0,15.0,5.0,5.0,0.125,6.0,15.0,8.0,1.0,19.0,1.0,0.0,18.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
9938,3.0,1223.0,10.0,235.0,4.3446808510638295,123.0,94.0,141.0,3.0,4.0,24.0,23.0,8.0,13.0,24.0,7.0,8.0,0.066,4.0,15.0,9.0,4.0,30.0,1.0,0.0,30.0,0.0,2.0,2.0,6.0,0.0,1.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,10.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0
9939,6.0,165.0,3.0,38.0,3.526315789473684,29.0,14.0,24.0,6.0,0.0,18.0,4.0,1.0,2.0,4.0,5.0,1.0,0.167,1.0,3.0,6.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
9940,11.0,925.0,9.0,178.0,4.398876404494382,103.0,59.0,119.0,11.0,3.0,20.0,29.0,4.0,11.0,9.0,1.0,5.0,0.009,3.0,10.0,6.0,3.0,28.0,1.0,0.0,13.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
9941,9.0,1351.0,11.0,281.0,4.02846975088968,127.0,92.0,189.0,9.0,4.0,52.0,52.0,8.0,9.0,22.0,1.0,4.0,0.093,7.0,11.0,22.0,9.0,39.0,2.0,0.0,27.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,16.0,9.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,5.0
9942,13.0,838.0,8.0,160.0,4.44375,96.0,50.0,110.0,13.0,3.0,20.0,25.0,2.0,9.0,13.0,1.0,1.0,0.072,7.0,11.0,6.0,4.0,21.0,2.0,0.0,16.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9943,7.0,853.0,8.0,171.0,4.16374269005848,108.0,60.0,111.0,7.0,3.0,16.0,22.0,7.0,8.0,16.0,6.0,4.0,0.12,3.0,12.0,6.0,6.0,22.0,0.0,0.0,19.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
9944,3.0,599.0,6.0,113.0,4.380530973451328,68.0,41.0,72.0,3.0,0.0,15.0,9.0,5.0,6.0,9.0,0.0,2.0,0.07,5.0,4.0,9.0,4.0,18.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9945,7.0,1240.0,13.0,238.0,4.382352941176471,129.0,73.0,165.0,7.0,3.0,38.0,31.0,8.0,14.0,16.0,3.0,4.0,0.153,8.0,15.0,19.0,5.0,33.0,1.0,0.0,24.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,9.0,5.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0
9946,4.0,851.0,9.0,152.0,4.7105263157894735,90.0,58.0,94.0,4.0,1.0,35.0,13.0,6.0,9.0,12.0,3.0,1.0,0.154,8.0,7.0,15.0,1.0,23.0,1.0,0.0,17.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
9947,11.0,1143.0,8.0,211.0,4.592417061611374,130.0,62.0,149.0,11.0,3.0,37.0,29.0,9.0,5.0,25.0,3.0,3.0,0.118,9.0,19.0,19.0,6.0,22.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0
9948,11.0,1050.0,5.0,210.0,4.119047619047619,123.0,79.0,131.0,11.0,2.0,22.0,17.0,8.0,9.0,20.0,4.0,3.0,0.071,5.0,17.0,11.0,3.0,31.0,0.0,0.0,24.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0
9949,7.0,861.0,5.0,166.0,4.27710843373494,100.0,71.0,95.0,7.0,1.0,16.0,11.0,7.0,7.0,20.0,4.0,12.0,0.234,5.0,20.0,8.0,4.0,19.0,1.0,0.0,16.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,11.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
9950,4.0,684.0,8.0,129.0,4.465116279069767,91.0,36.0,93.0,4.0,2.0,16.0,15.0,7.0,6.0,9.0,2.0,4.0,0.113,4.0,13.0,6.0,2.0,17.0,1.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0
9951,12.0,1014.0,8.0,193.0,4.383419689119171,107.0,74.0,119.0,12.0,1.0,28.0,18.0,7.0,7.0,24.0,6.0,6.0,0.054,6.0,10.0,14.0,3.0,23.0,1.0,0.0,25.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,4.0
9952,9.0,1427.0,10.0,278.0,4.251798561151079,157.0,106.0,172.0,9.0,2.0,35.0,27.0,15.0,13.0,20.0,5.0,11.0,0.093,15.0,20.0,17.0,5.0,34.0,2.0,0.0,28.0,4.0,3.0,4.0,7.0,1.0,0.0,0.0,3.0,1.0,7.0,3.0,1.0,1.0,9.0,5.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0
9953,3.0,876.0,7.0,163.0,4.460122699386503,105.0,64.0,99.0,3.0,0.0,15.0,13.0,4.0,3.0,14.0,2.0,6.0,0.1,2.0,7.0,4.0,5.0,19.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
9954,1.0,644.0,4.0,124.0,4.258064516129032,72.0,57.0,67.0,1.0,0.0,17.0,7.0,4.0,7.0,11.0,3.0,9.0,0.043,2.0,4.0,10.0,0.0,17.0,0.0,0.0,19.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
9955,7.0,1181.0,11.0,227.0,4.365638766519824,115.0,69.0,158.0,7.0,3.0,39.0,27.0,6.0,10.0,18.0,0.0,3.0,0.056,11.0,10.0,22.0,3.0,32.0,0.0,0.0,23.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
9956,6.0,980.0,8.0,193.0,4.253886010362694,119.0,66.0,127.0,6.0,2.0,29.0,28.0,9.0,8.0,17.0,7.0,1.0,0.116,7.0,13.0,17.0,8.0,22.0,1.0,0.0,19.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,13.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0
9957,1.0,634.0,7.0,114.0,4.666666666666667,85.0,41.0,73.0,1.0,0.0,9.0,11.0,10.0,7.0,7.0,3.0,2.0,0.175,2.0,13.0,2.0,4.0,14.0,2.0,0.0,12.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
9958,9.0,839.0,9.0,171.0,4.035087719298246,100.0,70.0,101.0,9.0,2.0,25.0,14.0,9.0,14.0,12.0,7.0,7.0,0.073,1.0,15.0,6.0,1.0,22.0,0.0,0.0,15.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
9959,8.0,761.0,8.0,148.0,4.277027027027027,94.0,52.0,96.0,8.0,1.0,22.0,15.0,3.0,8.0,14.0,1.0,3.0,0.169,5.0,17.0,6.0,3.0,20.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9960,7.0,929.0,5.0,169.0,4.544378698224852,100.0,69.0,100.0,7.0,0.0,23.0,14.0,6.0,7.0,14.0,6.0,4.0,0.143,8.0,15.0,14.0,5.0,21.0,0.0,0.0,23.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
9961,3.0,303.0,3.0,57.0,4.4035087719298245,45.0,26.0,31.0,3.0,0.0,7.0,3.0,1.0,2.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
9962,4.0,760.0,4.0,139.0,4.503597122302159,85.0,63.0,76.0,4.0,0.0,13.0,6.0,5.0,7.0,11.0,5.0,4.0,0.036,4.0,8.0,8.0,3.0,22.0,1.0,0.0,20.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0
9963,3.0,306.0,5.0,60.0,4.233333333333333,44.0,24.0,36.0,3.0,0.0,8.0,6.0,2.0,4.0,3.0,1.0,2.0,0.217,4.0,5.0,2.0,1.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9964,3.0,663.0,7.0,118.0,4.703389830508475,86.0,45.0,73.0,3.0,0.0,12.0,10.0,8.0,8.0,12.0,5.0,3.0,0.153,3.0,10.0,4.0,1.0,14.0,2.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
9965,3.0,1016.0,12.0,202.0,4.108910891089109,124.0,87.0,115.0,3.0,0.0,21.0,14.0,13.0,12.0,15.0,8.0,8.0,0.12,5.0,16.0,9.0,6.0,21.0,4.0,0.0,24.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,10.0,6.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,5.0
